,index,Source airport,Source airport ID,Destination airport,Destination airport ID,Source iata,Source long,Source lat,Dest iata,Dest long,Dest lat
14807,19966,XRY,1226,HAM,342,XRY,-6.06011009216308,36.7445983886718,HAM,9.9882297515869,53.630401611328
33633,60643,MAD,1229,MVD,2816,MAD,-3.56264,40.471926,MVD,-56.0307998657226,-34.8384017944335
30226,51015,ROV,2964,AYT,1688,ROV,39.8180999756,47.2582015991,AYT,30.800501,36.898701
2877,3339,IST,1701,BEN,1154,IST,28.8145999907999,40.9768981934,BEN,20.2695007324,32.0968017577999
25290,37878,FRA,340,LUX,629,FRA,8.5705556,50.0333333,LUX,6.2044444,49.6233333
14963,20373,BUF,3820,LGA,3697,BUF,-78.73220062,42.94049835,LGA,-73.87259674,40.77719879
1002,1064,JFK,3797,EZE,3988,JFK,-73.77890015,40.63980103,EZE,-58.5358,-34.8222
3863,4621,SXB,1435,LIL,1399,SXB,7.62823009490966,48.5382995605468,LIL,3.086886,50.563332
21133,28887,AZA,6505,MOT,3498,AZA,-111.6549988,33.30780029,MOT,-101.279998779296,48.2593994140625
32966,57106,MDT,3542,IAD,3714,MDT,-76.7633972168,40.1935005188,IAD,-77.45580292,38.94449997
20244,27778,RYG,657,RZE,675,RYG,10.785439,59.378817,RZE,22.0189990997,50.1100006104
17030,23524,TBZ,2162,SYZ,2157,TBZ,46.2350006103515,38.1338996887207,SYZ,52.58980178833,29.5391998291015
33632,60640,MAD,1229,LRM,1759,MAD,-3.56264,40.471926,LRM,-68.9117965698242,18.4507007598876
24557,35577,PNH,3034,REP,3035,PNH,104.844001770019,11.5466003417968,REP,103.81300354,13.4106998444
5143,5951,MCI,3458,PHX,3462,MCI,-94.713898,39.2976,PHX,-112.012001037597,33.4342994689941
28191,45445,DUS,345,ESB,1682,DUS,6.76677989959716,51.2895011901855,ESB,32.995098114,40.1281013488999
14107,18702,KMG,3382,FOC,3385,KMG,102.9291667,25.1019444,FOC,119.66300201416,25.9351005554199
32022,55167,MLA,1606,BFS,465,MLA,14.4775,35.857498,BFS,-6.21582984923999,54.6575012207
6280,7141,DRS,338,RHO,1472,DRS,13.7672004699707,51.1328010559082,RHO,28.0862007141113,36.4053993225097
28681,46366,TFS,1056,KBP,2939,TFS,-16.5725002289,28.044500351,KBP,30.8946990966796,50.3450012207031
10497,12947,AMS,580,LBA,517,AMS,4.76388978957999,52.3086013794,LBA,-1.66057002544403,53.8658981323242
11841,15300,GTE,6270,CNS,3322,GTE,136.460006714,-13.9750003815,CNS,145.755004883,-16.885799408
6685,7664,TXL,351,ACE,1055,TXL,13.2876996994,52.5597000122,ACE,-13.6051998138427,28.945499420166
2428,2721,RBY,6722,GAL,3764,RBY,-155.4700012,64.72720337,GAL,-156.9369965,64.73619843
25726,38747,RUH,2082,MUC,346,RUH,46.6987991333007,24.9575996398925,MUC,11.786100387573,48.353801727295
6743,7739,VIE,1613,CDG,1382,VIE,16.569700241089,48.110298156738,CDG,2.54999995232,49.0127983093
1847,1985,ZAM,2404,CEB,4206,ZAM,122.059997558593,6.92242002487182,CEB,123.97899627686,10.307499885559
22258,30502,YIW,6394,JJN,6386,YIW,120.031997681,29.3446998596,JJN,118.589996,24.7964
22884,32015,KBP,2939,TAS,2983,KBP,30.8946990966796,50.3450012207031,TAS,69.2811965942,41.257900238
5586,6405,PHL,3752,AUS,3673,PHL,-75.241096496582,39.871898651123,AUS,-97.6698989868164,30.1944999694824
28391,45750,CDG,1382,ISB,2223,CDG,2.54999995232,49.0127983093,ISB,73.0991973876953,33.61669921875
34838,63669,DAL,3502,ABQ,4019,DAL,-96.8517990112304,32.8470993041992,ABQ,-106.609001159667,35.0401992797851
31342,53647,EWR,3494,OPO,1636,EWR,-74.168701171875,40.6925010681152,OPO,-8.68138980865,41.2481002808
33304,57957,GAE,291,TOE,296,GAE,10.1033000946044,33.8768997192382,TOE,8.11056041717529,33.9397010803222
24401,35362,BEG,1739,ZRH,1678,BEG,20.3090991974,44.8184013367,ZRH,8.5491695404053,47.464698791504
11232,14263,SJU,2890,SXM,2899,SJU,-66.0018005371,18.4393997192,SXM,-63.1088981628,18.0410003662
16613,22969,FUE,1051,DUB,599,FUE,-13.8638000488281,28.4526996612548,DUB,-6.27007007598876,53.4212989807128
25514,38317,FRA,340,MIA,3576,FRA,8.5705556,50.0333333,MIA,-80.2906036376953,25.7931995391845
22100,30204,DAT,6344,SHE,4144,DAT,113.482002,40.060299,SHE,123.483001708984,41.6398010253906
34405,62914,OTP,1657,CTA,1509,OTP,26.085,44.5711111,CTA,15.0664,37.466801
1645,1737,KPN,7201,CYF,6960,KPN,-164.031005859,59.9329986571999,CYF,-164.285995483,60.1492004395
13771,18079,BAV,6346,WUH,3376,BAV,109.997001647949,40.560001373291,WUH,114.208000183105,30.783800125122
24321,35195,JOG,3898,SUB,3928,JOG,110.431999206542,-7.78817987442016,SUB,112.787002563476,-7.37982988357543
31328,53515,GLA,534,FNC,4091,GLA,-4.43306016922,55.8718986511,FNC,-16.774499893188,32.697898864746
8702,10010,TUS,3636,ATL,3682,TUS,-110.941001892089,32.1161003112793,ATL,-84.4281005859375,33.6366996765136
7071,8120,YHZ,73,YYT,189,YHZ,-63.5085983276,44.8807983398,YYT,-52.7518997192,47.618598938
33766,60932,VCE,1551,OLB,1520,VCE,12.3519,45.505299,OLB,9.51763,40.898701
13291,17279,ZUH,6355,NNG,3373,ZUH,113.375999,22.006399,NNG,108.171997070312,22.608299255371
19114,26553,CTA,1509,MAD,1229,CTA,15.0664,37.466801,MAD,-3.56264,40.471926
34862,63784,EYW,3875,MSY,3861,EYW,-81.7595977783203,24.5561008453369,MSY,-90.2580032348632,29.9934005737304
35209,64985,BGY,1525,LWO,2945,BGY,9.70417,45.673901,LWO,23.9561004638671,49.8125
17399,24220,MLE,3156,HRI,8949,MLE,73.5290985107421,4.19183015823364,HRI,81.124128,6.284467
22349,30645,HNL,3728,SDJ,2347,HNL,-157.921997070312,21.3187007904052,SDJ,140.917007446,38.1397018433
34015,61907,PPT,4075,XMH,1978,PPT,-149.606994629,-17.5536994934,XMH,-146.070007324218,-14.4368000030517
10934,13873,LKG,5693,WIL,1147,LKG,34.3482017517089,4.20412015914917,WIL,36.8148002624511,-1.32172000408172
7281,8371,YYJ,184,YYC,178,YYJ,-123.426002502,48.646900177,YYC,-114.019996643,51.113899231
8584,9865,OSL,644,CDG,1382,OSL,11.100399971008,60.193901062012,CDG,2.54999995232,49.0127983093
18345,25679,PVG,3406,YCU,6430,PVG,121.805000305175,31.1434001922607,YCU,111.031388889,35.116391
14661,19738,FRA,340,MRU,893,FRA,8.5705556,50.0333333,MRU,57.6836013793945,-20.4302005767822
24067,34703,MSJ,2346,HND,2359,MSJ,141.367996216,40.7032012938999,HND,139.779999,35.552299
6731,7725,TXL,351,TFS,1056,TXL,13.2876996994,52.5597000122,TFS,-16.5725002289,28.044500351
16715,23088,BNE,3320,LRE,6289,BNE,153.117004394531,-27.384199142456,LRE,144.279998779,-23.4342002869
7542,8657,GRU,2564,SDU,2612,GRU,-46.4730567932128,-23.4355564117431,SDU,-43.1631011963,-22.9104995727999
32030,55179,MXP,1524,AGP,1230,MXP,8.72811,45.6306,AGP,-4.49911022186279,36.6749000549316
30444,51411,JED,2072,IAD,3714,JED,39.156502,21.6796,IAD,-77.45580292,38.94449997
18215,25392,PHL,3752,ICT,3457,PHL,-75.241096496582,39.871898651123,ICT,-97.4330978393554,37.6498985290527
18022,25113,HOU,3566,PHX,3462,HOU,-95.27890015,29.64539909,PHX,-112.012001037597,33.4342994689941
12758,16589,MFM,3121,CGO,3375,MFM,113.592002868652,22.1495990753173,CGO,113.841003418,34.5196990966999
12864,16723,PEK,3364,HMI,6743,PEK,116.584999084472,40.0801010131835,HMI,93.6691970825,42.8414001465
828,880,SJW,6347,CTU,3395,SJW,114.696998596191,38.2807006835937,CTU,103.946998596191,30.5785007476806
12005,15550,ABZ,532,NWI,547,ABZ,-2.19777989387512,57.2019004821777,NWI,1.28278005123,52.6758003235
27203,42833,FUJ,2304,NGS,2313,FUJ,128.83299255371,32.6663017272949,NGS,129.914001465,32.9169006347999
21604,29479,SHJ,2191,DEL,3093,SHJ,55.5172004699707,25.3285999298095,DEL,77.1031036376953,28.566499710083
1996,2143,BLR,3131,JAI,3098,BLR,77.706299,13.1979,JAI,75.8122024536,26.8241996765
536,577,NVI,6485,DME,4029,NVI,65.1707992553711,40.1171989440918,DME,37.9062995910644,55.4087982177734
12950,16819,PUS,2372,HGH,3386,PUS,128.93800354,35.1795005798,HGH,120.43399810791,30.2294998168945
24788,36117,XIY,3379,ICN,3930,XIY,108.751998901367,34.4471015930175,ICN,126.450996398925,37.4691009521484
20957,28594,CGH,2618,PPB,2550,CGH,-46.6563873291015,-23.6261100769042,PPB,-51.4245986938,-22.1751003265
32019,55163,MAN,478,TLV,1590,MAN,-2.27495002746582,53.3536987304687,TLV,34.8866996765136,32.0113983154296
26683,41087,YTH,141,YFO,58,YTH,-97.8641967773437,55.8011016845703,YFO,-101.681999206542,54.6781005859375
34857,63769,ELP,3559,DAL,3502,ELP,-106.3779984,31.80719948,DAL,-96.8517990112304,32.8470993041992
23731,33713,TAI,3975,JED,2072,TAI,44.1390991210999,13.6859998703,JED,39.156502,21.6796
1587,1657,TXL,351,NCE,1354,TXL,13.2876996994,52.5597000122,NCE,7.21586990356,43.6584014893
34977,64230,ONT,3734,MDW,3747,ONT,-117.600997924804,34.0559997558593,MDW,-87.7524032592773,41.7859992980957
25164,37475,HYN,6384,CKG,3393,HYN,121.429000854492,28.5622005462646,CKG,106.641998291015,29.7192001342773
35588,66063,SLY,6137,TJM,4111,SLY,66.6110000610351,66.5907974243164,TJM,65.3243026733,57.1896018981999
20521,28069,TLL,415,MAN,478,TLL,24.8327999114999,59.4132995604999,MAN,-2.27495002746582,53.3536987304687
17572,24458,MCO,3878,TTN,3447,MCO,-81.3089981079101,28.4293994903564,TTN,-74.8134994506836,40.2766990661621
35807,67619,MQL,6298,BHQ,6241,MQL,142.085998535,-34.2291984557999,BHQ,141.472000122,-32.0013999939
22787,31870,RTM,591,ALC,1212,RTM,4.43722,51.956902,ALC,-0.558156013488769,38.2821998596191
21478,29244,CIF,6342,BAV,6346,CIF,118.907997131347,42.2350006103515,BAV,109.997001647949,40.560001373291
24011,34588,HND,2359,KMJ,2312,HND,139.779999,35.552299,KMJ,130.854995727539,32.8372993469238
26291,39769,ZRH,1678,HAV,1909,ZRH,8.5491695404053,47.464698791504,HAV,-82.4091033935546,22.989200592041
18082,25197,MCI,3458,MDW,3747,MCI,-94.713898,39.2976,MDW,-87.7524032592773,41.7859992980957
3364,3986,BOM,2997,CCJ,3137,BOM,72.8678970337,19.0886993408,CCJ,75.9552993774,11.1367998123
3268,3866,VVC,2756,PDA,6054,VVC,-73.6138,4.16787,PDA,-67.9062,3.85353
34638,63228,HOV,4345,OSL,644,HOV,6.0741000175476,62.180000305176,OSL,11.100399971008,60.193901062012
812,860,NNG,3373,WUH,3376,NNG,108.171997070312,22.608299255371,WUH,114.208000183105,30.783800125122
19347,26822,FMM,3986,CHQ,1474,FMM,10.2395000458,47.9888000487999,CHQ,24.1497001647949,35.5317001342773
18276,25512,SNA,3867,OAK,3453,SNA,-117.8679962,33.67570114,OAK,-122.221000671386,37.7212982177734
2580,2919,LED,2948,SKX,6166,LED,30.2625007629394,59.8003005981445,SKX,45.2122573852539,54.125129699707
21194,28950,FLL,3533,GSP,4034,FLL,-80.1527023315429,26.0725994110107,GSP,-82.2189025879,34.8956985474
34045,61944,AUS,3673,MEX,1824,AUS,-97.6698989868164,30.1944999694824,MEX,-99.072098,19.4363
10302,12549,SJO,1885,GUA,1767,SJO,-84.2088012695312,9.99386024475097,GUA,-90.5274963378906,14.5832996368408
9887,11977,SEA,3577,YYJ,184,SEA,-122.30899810791,47.4490013122558,YYJ,-123.426002502,48.646900177
9073,10618,RPR,3020,VTZ,3066,RPR,81.7388000488,21.1804008483999,VTZ,83.2245025635,17.721200943
25249,37799,SCL,2650,PUJ,1760,SCL,-70.7857971191406,-33.3930015563964,PUJ,-68.3634033203,18.5673999785999
7477,8590,CNF,2537,BEL,2526,CNF,-43.9719429016113,-19.6244430541992,BEL,-48.4762992859,-1.37925004959
4304,5076,DCA,3520,ALB,3864,DCA,-77.037697,38.8521,ALB,-73.8016967773437,42.7482986450195
26157,39509,VIE,1613,MAN,478,VIE,16.569700241089,48.110298156738,MAN,-2.27495002746582,53.3536987304687
18982,26419,CHQ,1474,VNO,3959,CHQ,24.1497001647949,35.5317001342773,VNO,25.2858009338378,54.6341018676757
26778,41302,LOS,273,CAI,1128,LOS,3.3211600780487,6.57737016677856,CAI,31.4055995941162,30.1219005584716
20387,27928,STN,548,NYO,699,STN,0.234999999404,51.8849983215,NYO,16.9122009277343,58.7886009216308
32879,56861,IAH,3550,YVR,156,IAH,-95.3414001464843,29.9843997955322,YVR,-123.183998108,49.193901062
1368,1437,HAM,342,BUD,1489,HAM,9.9882297515869,53.630401611328,BUD,19.2555999755999,47.4369010924999
15163,20711,EKO,5736,SLC,3536,EKO,-115.791999816894,40.8249015808105,SLC,-111.977996826171,40.7883987426757
19419,26896,GRO,1222,GRQ,586,GRO,2.7605500221,41.901000977,GRQ,6.57944011688,53.1197013855
25482,38260,FRA,340,EWR,3494,FRA,8.5705556,50.0333333,EWR,-74.168701171875,40.6925010681152
17132,23670,ADD,1107,LHR,507,ADD,38.7993011474999,8.97789001465,LHR,-0.461941,51.4706
31525,54156,MIR,286,MRS,1353,MIR,10.7546997070312,35.7580986022949,MRS,5.22142410278,43.439271922
15087,20614,DTW,3645,ESC,6800,DTW,-83.353401184082,42.2123985290527,ESC,-87.0936965942,45.7226982117
9631,11442,EZE,3988,FCO,1555,EZE,-58.5358,-34.8222,FCO,12.2388889,41.8002778
28000,44945,CAN,3370,PUS,2372,CAN,113.299003601074,23.3924007415771,PUS,128.93800354,35.1795005798
30852,52381,ESB,1682,KSY,5796,ESB,32.995098114,40.1281013488999,KSY,43.1150016784668,40.562198638916
11089,14069,JFK,3797,JNB,813,JFK,-73.77890015,40.63980103,JNB,28.246,-26.1392
34924,63930,LAS,3877,FNT,4089,LAS,-115.1520004,36.08010101,FNT,-83.7435989379882,42.9654006958007
30300,51123,SVO,2985,OMS,2958,SVO,37.4146,55.972599,OMS,73.3105010986328,54.966999053955
31837,54799,GVA,1665,BDS,1506,GVA,6.10895013809204,46.2380981445312,BDS,17.947001,40.6576
9490,11279,AMS,580,PMO,1512,AMS,4.76388978957999,52.3086013794,PMO,13.091,38.175999
22473,31060,CFU,1460,BRU,302,CFU,19.9116992950439,39.6018981933593,BRU,4.48443984985,50.9014015198
1597,1667,TXL,351,ZAD,1209,TXL,13.2876996994,52.5597000122,ZAD,15.3466997146606,44.108299255371
31247,53260,MAN,478,ADB,1706,MAN,-2.27495002746582,53.3536987304687,ADB,27.156999588,38.2924003601
9497,11287,CPH,609,VCE,1551,CPH,12.656000137329,55.617900848389,VCE,12.3519,45.505299
13634,17837,CGO,3375,HKG,3077,CGO,113.841003418,34.5196990966999,HKG,113.915000916,22.3089008331
13866,18219,CGK,3275,CAN,3370,CGK,106.65599823,-6.1255698204,CAN,113.299003601074,23.3924007415771
112,120,LPA,1054,ZRH,1678,LPA,-15.3865995407104,27.931900024414,ZRH,8.5491695404053,47.464698791504
2561,2897,DME,4029,SKX,6166,DME,37.9062995910644,55.4087982177734,SKX,45.2122573852539,54.125129699707
15642,21697,SAT,3621,JFK,3797,SAT,-98.4698028564453,29.5337009429931,JFK,-73.77890015,40.63980103
11384,14491,DME,4029,LHR,507,DME,37.9062995910644,55.4087982177734,LHR,-0.461941,51.4706
8305,9516,FCO,1555,MPL,1359,FCO,12.2388889,41.8002778,MPL,3.96301007270813,43.5761985778808
10264,12502,PTY,1871,BOG,2709,PTY,-79.3834991455,9.0713596344,BOG,-74.1469,4.70159
29921,50166,TRD,665,ARN,737,TRD,10.9239998,63.4578018,ARN,17.918600082397,59.651901245117
12707,16515,KMG,3382,TSN,3368,KMG,102.9291667,25.1019444,TSN,117.346000671,39.1244010924999
34836,63660,CMH,3759,LAS,3877,CMH,-82.8918991088867,39.9980010986328,LAS,-115.1520004,36.08010101
29164,47776,KHV,2927,DYR,6098,KHV,135.18800354004,48.52799987793,DYR,177.740997314453,64.7349014282226
7675,8801,SDU,2612,GYN,2562,SDU,-43.1631011963,-22.9104995727999,GYN,-49.2206993103027,-16.6319999694824
15723,21836,SLC,3536,OMA,3454,SLC,-111.977996826171,40.7883987426757,OMA,-95.8940963745117,41.3031997680664
26781,41307,LXR,1132,LHR,507,LXR,32.7066001891999,25.670999527,LHR,-0.461941,51.4706
3413,4072,DEL,3093,DED,3092,DEL,77.1031036376953,28.566499710083,DED,78.1802978515999,30.189699173
30824,52330,DLA,897,IST,1701,DLA,9.71947956084999,4.0060801506,IST,28.8145999907999,40.9768981934
23911,34134,AGT,4305,ASU,2699,AGT,-54.842682,-25.454516,ASU,-57.5200004577636,-25.2399997711181
22688,31750,AMS,580,ZTH,1488,AMS,4.76388978957999,52.3086013794,ZTH,20.8843002319335,37.7509002685546
24698,35900,HAN,3199,ICN,3930,HAN,105.806999206542,21.2212009429931,ICN,126.450996398925,37.4691009521484
11486,14664,LHR,507,AMM,2170,LHR,-0.461941,51.4706,AMM,35.9931983948,31.7226009369
5492,6310,ORD,3830,PHL,3752,ORD,-87.90480042,41.97859955,PHL,-75.241096496582,39.871898651123
27187,42746,ZGU,5906,TOH,5895,ZGU,167.587005615,-14.2180995940999,TOH,166.638000488,-13.3280000687
452,489,MSL,5756,ATL,3682,MSL,-87.61019897,34.74530029,ATL,-84.4281005859375,33.6366996765136
35069,64597,KOA,3514,YVR,156,KOA,-156.046005249023,19.7388000488281,YVR,-123.183998108,49.193901062
2145,2314,PAT,3061,DEL,3093,PAT,85.0879974365,25.591299057,DEL,77.1031036376953,28.566499710083
28047,45217,LUK,3681,MDW,3747,LUK,-84.41860199,39.10329819,MDW,-87.7524032592773,41.7859992980957
21270,29029,LAS,3877,PIA,4046,LAS,-115.1520004,36.08010101,PIA,-89.6932983398,40.6641998291
12398,16067,CAN,3370,JJN,6386,CAN,113.299003601074,23.3924007415771,JJN,118.589996,24.7964
27112,42655,AKL,2006,VLI,1997,AKL,174.792007446,-37.0080986022999,VLI,168.32000732422,-17.699300765991
20665,28219,WMI,8414,CIA,1553,WMI,20.6518001556,52.4510993958,CIA,12.5949,41.7994
4995,5795,LGB,3582,PHX,3462,LGB,-118.1520004,33.81769943,PHX,-112.012001037597,33.4342994689941
4331,5103,DCA,3520,ILM,3845,DCA,-77.037697,38.8521,ILM,-77.902603149414,34.2705993652343
11151,14156,MCO,3878,MBJ,1780,MCO,-81.3089981079101,28.4293994903564,MBJ,-77.9133987426757,18.5037002563476
912,967,XMN,3383,CZX,4109,XMN,118.12799835205,24.5440006256103,CZX,119.778999,31.919701
15985,22192,AAL,628,LGW,502,AAL,9.84924316406,57.0927589138,LGW,-0.190277993679046,51.1481018066406
3605,4339,FRA,340,HER,1452,FRA,8.5705556,50.0333333,HER,25.1802997589,35.3396987915
24310,35172,DPS,3940,MLG,3894,DPS,115.16699981689,-8.7481698989868,MLG,112.714996338,-7.92655992507999
30868,52412,GZP,8266,ESB,1682,GZP,32.3005981445,36.2992172241,ESB,32.995098114,40.1281013488999
1701,1806,BCD,2423,DVO,4090,BCD,123.014999,10.7764,DVO,125.646003723144,7.1255202293396
30073,50721,LGW,502,PRN,1742,LGW,-0.190277993679046,51.1481018066406,PRN,21.035801,42.5728
19771,27270,MAN,478,GDN,668,MAN,-2.27495002746582,53.3536987304687,GDN,18.4661998748779,54.3776016235351
23425,33077,RBV,5418,HIR,4074,RBV,157.643005371093,-8.16806030273437,HIR,160.05499267578,-9.4280004501343
26816,41425,CJU,2370,WNZ,6392,CJU,126.49299621582,33.5112991333007,WNZ,120.851997375488,27.9122009277343
1089,1153,MID,1819,MEX,1824,MID,-89.657699585,20.9370002746999,MEX,-99.072098,19.4363
27416,43473,LBE,5747,FLL,3533,LBE,-79.40480042,40.27590179,FLL,-80.1527023315429,26.0725994110107
33535,58466,MYG,1952,NAS,1953,MYG,-73.0134963988999,22.3794994354,NAS,-77.4662017821999,25.0389995575
5520,6338,ORD,3830,TPA,3646,ORD,-87.90480042,41.97859955,TPA,-82.533203125,27.9755001068115
7591,8710,MAO,2551,TFF,2624,MAO,-60.0497016906738,-3.03860998153686,TFF,-64.7240982056,-3.38294005394
32056,55228,NAP,1561,STN,548,NAP,14.2908,40.886002,STN,0.234999999404,51.8849983215
9232,10814,REP,3035,KUL,3304,REP,103.81300354,13.4106998444,KUL,101.70999908447,2.745579957962
466,505,TPA,3646,PBI,3722,TPA,-82.533203125,27.9755001068115,PBI,-80.0955963134765,26.6832008361816
27757,44432,OTP,1657,PRG,1587,OTP,26.085,44.5711111,PRG,14.26,50.1008
29672,49328,CDG,1382,BVC,1103,CDG,2.54999995232,49.0127983093,BVC,-22.8889007568359,16.1364994049072
230,247,RAO,2613,SJP,2619,RAO,-47.7766685485839,-21.1363887786865,SJP,-49.40650177,-20.8166007995999
10312,12561,TGU,1776,SAL,1892,TGU,-87.2172012329101,14.060899734497,SAL,-89.055702,13.4409
7453,8563,CGB,2548,AFL,2524,CGB,-56.1166992188,-15.6528997421,AFL,-56.1049995422,-9.8663892746
34544,63085,MYT,3224,MDL,3222,MYT,97.3518981933593,25.3836002349853,MDL,95.9778976440429,21.702199935913
6043,6871,SXM,2899,JFK,3797,SXM,-63.1088981628,18.0410003662,JFK,-73.77890015,40.63980103
29547,48796,DUR,799,BFN,794,DUR,31.1197222222,-29.6144444444,BFN,26.302400589,-29.0926990509
23822,33862,NJF,7490,KWI,2176,NJF,44.404317,31.989853,KWI,47.9688987731933,29.2266006469726
7181,8242,YUL,146,ZBF,5538,YUL,-73.7407989502,45.4706001282,ZBF,-65.738899231,47.629699707
20608,28161,TSF,1539,VLC,1246,TSF,12.1944,45.648399,VLC,-0.481624990701675,39.4892997741699
13218,17195,XMN,3383,JDZ,6380,XMN,118.12799835205,24.5440006256103,JDZ,117.176002502,29.3386001587
6001,6828,SLC,3536,PHL,3752,SLC,-111.977996826171,40.7883987426757,PHL,-75.241096496582,39.871898651123
34091,62501,ABV,260,ACC,248,ABV,7.26316976547241,9.00679016113281,ACC,-0.16678600013256,5.60518980026245
22762,31839,MAD,1229,EIN,585,MAD,-3.56264,40.471926,EIN,5.37452983856,51.4500999451
4417,5190,DFW,3670,CMH,3759,DFW,-97.0380020141601,32.896800994873,CMH,-82.8918991088867,39.9980010986328
1021,1083,ACA,1783,TLC,1850,ACA,-99.7539978027343,16.7570991516113,TLC,-99.5660018921,19.3370990753
31941,54999,LGW,502,SXB,1435,LGW,-0.190277993679046,51.1481018066406,SXB,7.62823009490966,48.5382995605468
34320,62813,HHN,355,SOF,1194,HHN,7.26388978957999,49.9486999512,SOF,23.4114360809326,42.6966934204101
10061,12222,ORY,1386,CMN,1074,ORY,2.3794444,48.7233333,CMN,-7.58997011184692,33.3675003051757
23150,32448,DKR,1084,MAD,1229,DKR,-17.4902000427246,14.7397003173828,MAD,-3.56264,40.471926
5074,5879,LHR,507,SAN,3731,LHR,-0.461941,51.4706,SAN,-117.190002441,32.7336006165
18715,26139,BLQ,1538,PMO,1512,BLQ,11.2887,44.5354,PMO,13.091,38.175999
9348,11032,LIM,2789,AQP,2802,LIM,-77.114304,-12.0219,AQP,-71.5830993652,-16.3411006927
821,873,SHE,4144,CSX,3371,SHE,123.483001708984,41.6398010253906,CSX,113.220001221,28.1891994475999
8750,10067,ALG,210,DKR,1084,ALG,3.21540999412536,36.6910018920898,DKR,-17.4902000427246,14.7397003173828
23292,32803,NTE,1418,SVQ,1253,NTE,-1.61073005199,47.1531982422,SVQ,-5.89310979843139,37.4179992675781
27972,44882,ZAG,1208,IST,1701,ZAG,16.0687999725,45.7429008484,IST,28.8145999907999,40.9768981934
11028,14000,EWR,3494,SJU,2890,EWR,-74.168701171875,40.6925010681152,SJU,-66.0018005371,18.4393997192
32327,55826,AVP,4286,ORD,3830,AVP,-75.7233963013,41.3385009765999,ORD,-87.90480042,41.97859955
34142,62601,IKA,4330,EBL,3989,IKA,51.1521987915039,35.4160995483398,EBL,43.9631996154785,36.2375984191894
7631,8754,PLU,2528,VDC,6039,PLU,-43.9505996704101,-19.8512001037597,VDC,-40.8630981445,-14.8627996445
34422,62935,POZ,674,BVA,1367,POZ,16.8262996674,52.4210014342999,BVA,2.11278009414672,49.4543991088867
19238,26703,EIN,585,KRK,669,EIN,5.37452983856,51.4500999451,KRK,19.7847995758056,50.0777015686035
33393,58204,DOK,2940,DME,4029,DOK,37.7397003173828,48.0736007690429,DME,37.9062995910644,55.4087982177734
15889,22090,VPE,5632,SVP,949,VPE,15.6837997437,-17.0435009003,SVP,16.947399139404,-12.404600143433
35259,65098,JED,2072,SLL,2195,JED,39.156502,21.6796,SLL,54.0913009643554,17.0387001037597
11153,14158,MCO,3878,ORH,6426,MCO,-81.3089981079101,28.4293994903564,ORH,-71.8757019042968,42.2672996520996
6953,7988,MSY,3861,YYZ,193,MSY,-90.2580032348632,29.9934005737304,YYZ,-79.6305999755999,43.6772003174
9242,10826,SIN,3316,LGK,3305,SIN,103.994003,1.35019,LGK,99.7286987304687,6.32973003387451
30035,50670,BRE,353,ACE,1055,BRE,8.78666973114,53.0475006104,ACE,-13.6051998138427,28.945499420166
19445,26923,GSE,691,AGP,1230,GSE,11.8704004287719,57.7747001647949,AGP,-4.49911022186279,36.6749000549316
8707,10018,VCE,1551,NCE,1354,VCE,12.3519,45.505299,NCE,7.21586990356,43.6584014893
33152,57594,SAV,3613,IAH,3550,SAV,-81.20210266,32.12760162,IAH,-95.3414001464843,29.9843997955322
15168,20718,EVV,4018,DTW,3645,EVV,-87.5324020386,38.0369987488,DTW,-83.353401184082,42.2123985290527
31670,54489,BFS,465,MLA,1606,BFS,-6.21582984923999,54.6575012207,MLA,14.4775,35.857498
17589,24484,PIR,5761,DEN,3751,PIR,-100.2860031,44.38270187,DEN,-104.672996521,39.861698150635
244,261,BRL,5726,STL,3678,BRL,-91.125503540039,40.7831993103027,STL,-90.370002746582,38.7486991882324
15408,21264,MEM,3473,MCI,3458,MEM,-89.9766998291015,35.0424003601074,MCI,-94.713898,39.2976
31329,53610,ACC,248,LIS,1638,ACC,-0.16678600013256,5.60518980026245,LIS,-9.13591957092,38.7812995911
23808,33836,ATZ,5691,KWI,2176,ATZ,31.0119991302,27.0464992523,KWI,47.9688987731933,29.2266006469726
14451,19457,YIW,6394,HRB,3400,YIW,120.031997681,29.3446998596,HRB,126.25,45.6234016418457
19797,27299,MJV,1227,STN,548,MJV,-0.812389016151428,37.7750015258789,STN,0.234999999404,51.8849983215
16289,22577,ORY,1386,BGO,636,ORY,2.3794444,48.7233333,BGO,5.218140125,60.29339981
33758,60919,SXB,1435,PMO,1512,SXB,7.62823009490966,48.5382995605468,PMO,13.091,38.175999
15596,21615,PUJ,1760,ATL,3682,PUJ,-68.3634033203,18.5673999785999,ATL,-84.4281005859375,33.6366996765136
24995,37113,NAY,6341,CIH,6343,NAY,116.388000488281,39.7827987670898,CIH,113.125999,36.247501
31638,54421,AMS,580,BFS,465,AMS,4.76388978957999,52.3086013794,BFS,-6.21582984923999,54.6575012207
18603,26021,BGY,1525,BRS,490,BGY,9.70417,45.673901,BRS,-2.71909,51.382702
18769,26195,BRE,353,TMP,458,BRE,8.78666973114,53.0475006104,TMP,23.604400634766,61.414100646973
11644,15036,AGP,1230,EXT,552,AGP,-4.49911022186279,36.6749000549316,EXT,-3.41388988494873,50.7344017028808
